Ensembl,Mouse_Uniprot,Human_Ortholog,Human_Uniprot,SILAC_adrenal_gland,SILAC_brain_cortex,SILAC_brown_adipose_tissue,SILAC_cerebellum,SILAC_duodenum,SILAC_embryonic_tissue,SILAC_eye,SILAC_heart,SILAC_kidney,SILAC_large_intestine,SILAC_liver,SILAC_lung,SILAC_ovary,SILAC_pancreas,SILAC_skeletal_muscle,SILAC_spleen,SILAC_stomach,SILAC_subcutaneous_adipose_tissue,SILAC_thymus,SILAC_uterus,TPM_adrenal_gland,TPM_brain_cortex,TPM_brown_adipose_tissue,TPM_cerebellum,TPM_duodenum,TPM_embryonic_tissue,TPM_eye,TPM_heart,TPM_kidney,TPM_large_intestine,TPM_liver,TPM_lung,TPM_ovary,TPM_pancreas,TPM_skeletal_muscle,TPM_spleen,TPM_stomach,TPM_subcutaneous_adipose_tissue,TPM_thymus,TPM_uterus
ENSMUSG00000026638,P97431,ENSG00000117595,O14896,-1.772309711,NA,NA,NA,0.929382456,NA,-0.129809179,NA,NA,1.537701799,-0.281377539,NA,NA,0.856988559,NA,NA,NA,NA,0.222098622,0.858043513,-4.840936096,-2.186514218,-4.154318696,-3.122486349,3.453374633,-0.254731135,1.105407947,-1.902158152,1.157888867,3.489599211,2.765182418,0.916639384,1.445288915,0.570464022,-4.185166543,-1.887373662,3.051787324,1.173863628,0.437182555,NA
ENSMUSG00000022371,B7ZNH7,ENSG00000187955,Q05707,-0.122423237,-3.120056896,-1.565206878,-3.820969192,-0.971049279,-0.745415306,2.025698394,-1.31963513,0.655070942,-2.561091245,-0.280592533,0.040610805,1.139464765,-2.077267522,-0.810707616,0.92430293,-0.044080122,1.525224586,-2.287128881,0.671460607,-1.128235972,-4.411180908,-0.291522544,-4.881141619,-0.174041404,-0.055029015,-2.620408882,0.147680372,1.221479937,-0.384872372,1.552582895,0.279230382,-0.516415838,-1.7799334,-0.588579045,1.54806472,0.200547973,1.671867876,-1.639561548,NA
ENSMUSG00000030061,Q8C878,ENSG00000144744,Q8TBC4,0.254560212,0.088170906,0.556191176,1.295233659,-0.112221702,1.263449684,0.911849821,0.227616175,-0.140383127,0.088327054,-0.279470619,0.467071449,0.385135852,-0.089455461,0.13350021,0.492612162,-0.461162816,1.997368976,1.197083074,0.449515079,-2.384841903,1.098201084,2.50855572,1.649802983,-2.356706618,1.05457734,0.797001559,0.962062966,-0.12743525,0.127629977,-0.158500003,-0.453187446,-1.539110862,-0.417932628,1.084566947,-1.353782263,-2.257902409,0.252846861,-0.32929815,NA
ENSMUSG00000020166,Q8C5L3,ENSG00000111596,Q9NZN8,0.300748103,0.679921955,NA,-0.051916039,NA,NA,NA,NA,NA,0.144040015,-0.277561217,NA,0.330796717,0.885046704,NA,NA,NA,NA,-1.091019506,NA,-1.771534303,1.317172959,0.596380869,1.204288714,-2.003616332,1.751660861,0.661200199,-0.122959564,-0.12743525,0.118147523,-0.391094041,-0.276759458,-0.857630944,0.071693256,1.15330944,0.061635424,-2.097843749,0.029752458,1.350418277,NA
ENSMUSG00000020994,Q3TUQ5,ENSG00000100941,Q9H307,0.222094588,1.087232545,-0.443566148,0.178980738,-0.194269025,1.130274332,0.336351385,-0.511803468,-0.367948614,0.031315137,-0.27733642,-0.154205113,0.588903292,-0.107155778,NA,0.73007091,-1.131725394,-0.492020429,1.538847485,0.550587679,-0.579773565,1.623986904,0.656182426,1.540129877,-0.095028987,3.006486462,0.374617309,-0.523871051,-0.710815952,-0.413510893,-0.091971124,0,-0.014975654,1.282582509,0.309558711,0.821136135,-0.4257844,-0.52842974,0.958934818,NA
ENSMUSG00000024614,Q8BXZ1,ENSG00000166479,Q96JJ7,0.220377811,0.730567119,0.167952871,1.010418665,0.183865225,-0.289721392,0.334925235,-0.425787848,NA,-0.484170371,-0.276211854,0.809304672,1.024330171,NA,NA,0.982795649,NA,0.767925321,1.118607622,-0.286496018,0.231947311,3.29210587,2.404568733,2.126478977,-0.932049156,3.004808571,-0.728929923,0.563888256,-0.247232365,-0.639116695,-0.174100245,0.259917979,-1.156864233,NA,2.653306467,-0.198346098,-0.661163017,-0.118621438,0,1.316031686
ENSMUSG00000026029,O89110,ENSG00000064012,Q14790,-1.199446093,-2.066425729,-1.459456628,NA,-0.318723266,-1.504803427,-2.164175505,-1.323832131,-1.097258872,1.041504412,-0.275199088,-0.288952146,-0.87578617,-1.454017764,0.866642988,0.924969868,-1.533585648,0.381367413,0.918544585,-0.48094749,-2.209342167,-2.068356107,1.157096921,-2.880909869,-0.174041404,-0.141972239,-1.908849015,-1.00250772,-0.074513614,2.19675247,0.149210221,0.23761708,-1.466315205,-1.201931797,-0.798405802,0.896923529,-1.502263044,0.371603008,0.779375401,NA
ENSMUSG00000032549,P61294,ENSG00000154917,Q9NRW1,-1.019975078,2.174487725,-0.370236216,1.315386739,0.473513069,0.086216433,1.17168647,0.259806801,-0.310143374,0.444423906,-0.27418537,0.731062678,0.320106038,0.417017821,-0.518532334,-0.268349357,0.445617094,-0.198793077,-0.635584034,0.515156415,0.367002236,6.548276153,3.145250113,4.991164322,-0.649288733,1.568109231,3.623815007,-1.686225095,-0.12743525,-0.735123494,-3.538828759,1.344118998,-0.521086204,2.622539318,1.4340003,-0.357322955,0.036187476,0.25832193,-1.397173978,NA
ENSMUSG00000032026,Q9D8S4,ENSG00000076043,Q9Y3B8,0.12033999,0.580804375,0.481073104,-0.511359505,0.656006612,-2.045337913,0.650027849,0.838539278,-0.153784587,-0.757278115,-0.273960176,-0.231317082,0.319901063,2.192979804,NA,0.060008383,1.317777528,0.845891424,-0.204892168,2.426600428,0.293194193,-0.224019914,1.513313076,-0.143580507,-0.600551078,-0.021647077,0.983890515,0.09114031,0.04310822,-0.577977271,1.22727836,-0.177764484,-0.175001178,1.723918905,1.319582001,-0.052900568,0.452391844,0.612646597,-0.885164099,NA
ENSMUSG00000028999,Q8BZ36,ENSG00000135249,Q6NUQ1,0.043424209,1.355035318,1.077812681,NA,0.592864675,-0.110210461,NA,NA,NA,0.10849416,-0.273847314,0.119744293,NA,NA,NA,0.872132048,NA,0.241994021,NA,NA,-0.425226069,0.591308886,0.135282563,0.160503274,-0.402098444,1.181298,-2.625093608,-0.083432535,-0.080342269,-0.144774097,0.622977117,-0.358592588,-0.255868034,-0.861289441,0.875982787,-0.113478435,-0.088127217,-0.064546638,0.063076646,NA
ENSMUSG00000045180,A7TU71,ENSG00000146950,Q13796,NA,4.175405888,-2.280775239,1.313857679,-0.989150969,0.01866579,NA,NA,-0.430292154,-0.46276405,-0.273621988,NA,-0.267637591,-2.211452955,-0.560818791,NA,-0.282806088,NA,-1.600413282,-1.205614398,-1.032288183,2.085566089,-2.910101973,1.164568467,-0.078765439,0.73149576,-2.252051028,-1.160684914,0.47412725,-0.050422275,1.155950828,0.330570449,0.486592872,-2.359248459,-3.492526153,-3.219186315,-0.088127217,-0.528850379,-1.920739443,NA
ENSMUSG00000020460,P62983,ENSG00000143947,P62979,-0.391042239,2.380568405,-0.380414676,0.220743535,-0.036874777,0.278694395,0.703384173,1.6627114,0.379738081,-0.669640013,-0.272043289,0.200367319,-0.28346434,1.49849149,2.397072114,-0.352445782,1.210746458,-0.139428946,0.361288295,1.567257326,-2.501816726,-0.681876948,3.23501212,1.074126889,-1.874533035,-0.162320614,-0.845042319,0.069590153,-0.12743525,0.818480698,0.443001705,-0.25998848,-1.262361845,4.371715171,-1.961524391,0.514262193,-1.844015756,0.380928232,0.74875759,NA
ENSMUSG00000027613,O55135,ENSG00000242372,P56537,-0.159927971,-0.35103104,-0.455550579,-1.271218218,0.214937057,NA,-0.479457695,-0.744876934,-0.39677652,0.781124713,-0.271027545,NA,-1.05870272,-0.029797488,NA,-0.155697076,NA,1.180869967,2.038471652,0.691125191,0.740620862,-2.765634243,-1.571682097,-1.060607398,2.683452773,-1.432232324,1.280979214,-0.821546989,0.1369991,1.900209044,0.708021094,0,0.293707173,1.536996957,-0.96332598,0.486867283,2.102352199,-0.328241914,0.491829322,NA
ENSMUSG00000055762,Q80T06,ENSG00000104529,P29692,-0.026804546,0,-0.512192052,-1.624040552,0.44960579,-0.42594595,-0.769258949,1.0347771,-0.139837517,-0.007376603,-0.270236911,-0.518697372,-0.28050994,2.776980099,1.940934309,-0.304263845,1.411010198,-0.021872698,0.185163121,1.242371909,-0.569666415,-1.415442616,-0.010466301,0.291267081,-0.415518668,-0.724479975,0.587445468,0.735384335,-0.092660578,0.251633363,0.281938385,-0.261206006,0.218227104,0.411193938,-0.416055426,0.356984866,-0.121410982,0.008900734,0,NA
ENSMUSG00000041926,Q8VCT3,ENSG00000176393,Q9H4A4,-0.753612319,-1.339887819,-0.337413248,-0.387665783,0.501982855,-1.032496583,-0.393720992,-1.470634008,-0.516601255,0.357367198,-0.269672122,-0.005651754,-0.117484278,0.200605393,-0.268868869,0.135043021,0.12705475,0.180965143,-0.061269746,0.077252909,0.827562651,-0.918490269,-0.136226802,-0.880923654,2.798255618,-0.277035811,1.157330085,-1.012796893,-0.506737235,1.572929594,-0.007838191,0.028782593,0.251122546,0.315451159,-0.284713208,-0.20111682,2.052485684,0.029852266,-0.292366199,NA
ENSMUSG00000064302,E9QKH0,ENSG00000074054,Q7Z460,0.132711109,-0.840184366,0.004545705,1.071745049,0.470268433,2.094561504,0.128132383,NA,-0.385599616,-0.191912184,-0.269559043,0.625730911,0.697891203,-1.29327857,-1.460797344,0.840127209,-2.334331086,-0.042940404,0.142468748,-0.928231094,-0.498109552,1.457669902,-0.205132074,0.957701095,-0.551825364,2.412165588,1.665392116,3.493896386,-0.585227476,-0.485037298,-1.049624543,0.093774711,-0.211004404,-0.633221156,1.860977698,0.467200289,-0.303072865,-0.019937984,0.709397157,NA
ENSMUSG00000021866,P97384,ENSG00000122359,P50995,-0.518336069,-1.359656693,-0.450124711,-2.277627132,0.798764442,-3.164976812,-0.274813611,0.503113341,0.714124618,1.587406409,-0.268541549,0.356122016,0.179499253,-0.536166658,1.782787051,0.186625145,0.390665242,0.136385352,0.850187603,0.500028321,0,-3.022084953,-1.25336577,-3.733047179,1.450868596,-5.670635315,-0.532349411,0.144282662,0.171377595,0.720186974,-0.537258976,0.609563783,-0.346191293,0.588864933,-0.275569524,0.200471694,1.187954853,-0.263009819,0.043812423,NA
ENSMUSG00000000838,E9QAS8,ENSG00000102081,Q06787,0.529544223,1.811946671,0.121520918,0.163552897,0.080518089,1.101884595,-0.180445898,0.20138676,0.294724267,0.335122107,-0.268202238,0.226133227,0.938411948,NA,NA,NA,NA,1.777887076,NA,NA,-1.602739837,2.972146116,1.943639072,1.647336978,-1.572391288,3.00992207,-0.570442151,-0.540805259,-0.052404742,-0.781273837,-0.124467876,-0.566768917,0,-0.942544208,0.23543512,-1.020044465,-2.560982832,2.367548886,0.456319186,NA
ENSMUSG00000037197,Q8JZX4,ENSG00000134453,Q96I25,-0.061559956,1.174731851,-0.400037721,0.022854521,0.011952062,1.215321823,-0.127224857,0.193437441,0.407029937,0.184030764,-0.267975951,0.314257499,0.540252323,1.024960366,0.526233784,0.368999102,0.518305417,-0.385012862,1.233669266,1.592450559,-0.746572923,-0.167581331,0.883364283,1.150153934,-1.168091697,0.96495188,-0.251837465,-0.076268488,-0.269660922,0.016457673,0.239652466,-0.157541752,-0.30166852,0.564737027,-0.479500477,0.260462665,-1.16489613,0.032128123,0.589519302,NA
ENSMUSG00000020802,Q6ZPJ3,ENSG00000175931,Q9C0C9,-0.241269634,0.704683002,-0.442554717,1.618486627,-0.212094819,1.448838538,2.334925235,-0.330774912,-1.096463161,-0.838648482,-0.267636405,0.939273466,0.47420612,0.121991687,-1.895793051,1.398933624,-1.00816154,-0.370707176,-0.121299917,-0.249138754,0.400656496,1.104219467,-1.425795686,1.239941032,-0.427485334,0.308661723,-0.168866936,0.532710179,-1.044255471,-1.404209352,-0.778957679,-0.103190841,0.840633877,0.593069964,0.228975181,2.117394628,-0.088127217,-0.056943407,0.036537371,NA
ENSMUSG00000029434,Q9D2N9,NA,NA,0.515767876,1.089322444,0.07266864,0.971168421,-0.150196084,0.002407674,0.238319328,NA,0.27850869,-0.193255422,-0.266957184,0.626023891,0.195932284,0.062958889,0.123032546,0.039629074,0.293467669,0.849185877,0.253603034,-0.21579134,-0.40828227,1.021550074,0.40336342,0.614708911,-0.881717817,-0.053440368,-0.421544383,-0.101176668,0.185909498,-0.511127118,0.017889223,-0.376260487,-0.599055894,-0.497177358,1.241878547,0,-0.990141196,-0.009573254,0.101621427,NA
ENSMUSG00000030265,P32883,ENSG00000133703,P01116,-0.477615252,1.525668249,-0.528969468,1.348603907,-0.115256313,0.220059214,1.380712291,0.316407499,0.161885001,0.490671877,-0.263670039,1.104570939,-0.624740686,-0.857378438,0.039398624,-0.403838894,-0.627760446,-0.516248003,-0.058910073,0.006940941,-1.758062762,2.49350174,1.060135014,1.285916609,-0.284653384,2.054155667,-0.224488072,-0.076268488,-0.198461409,0.514361703,0.103655014,0.425102064,-0.644625899,0.171524653,1.03086845,-0.052220929,-0.68324351,-0.526747336,0.514976092,NA
ENSMUSG00000039016,P62077,ENSG00000150779,Q9Y5J9,-1.047991218,0.722436822,2.070227033,-1.833689906,-2.511382276,NA,NA,2.018101815,0.68010611,-1.860062946,-0.263215988,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.037556057,-1.729869507,2.18131355,1.309101028,-0.018379236,-2.972845431,1.683549395,1.798140291,1.342266292,1.045585024,0.333730158,-0.475186837,-0.324942473,1.207063177,0.751258432,-0.46598928,-0.158467647,0.520590166,0,NA
ENSMUSG00000074030,Q6PGF7,ENSG00000116903,Q8IYI6,-0.20768759,-0.649113286,0.180413216,1.24102029,0.278566659,0.826848668,-0.289773634,-1.333002094,0.154491808,0.154470479,-0.260944028,0.847501131,NA,-0.830005007,NA,NA,NA,0.12014776,0.424497501,-0.814447938,0.428653761,0.098696704,-0.054375837,-0.124626516,-0.045079914,-1.259383359,-2.772926037,-0.076268488,-0.405733183,-0.373730517,-0.354560672,0.415874703,0.647286032,-2.101398536,-0.539932107,0.376046656,0.070894141,-0.031414403,0.069306288,NA
ENSMUSG00000034449,Q3U0B3,ENSG00000108272,NA,NA,NA,-0.079724327,NA,NA,NA,-0.864687023,1.710977459,-0.34663964,0.790482401,-0.259692782,-0.452838906,NA,NA,NA,-0.052267292,NA,NA,NA,NA,1.545732212,-2.952919357,-0.953942475,-0.694513443,4.618132842,-1.509184458,-1.060629375,2.743558848,0.555776595,3.792611287,1.723257153,-0.873814573,0,-0.086964279,0.184389677,2.289821336,1.09998988,-0.658875215,-0.868821635,NA
ENSMUSG00000020422,Q5SSZ5,ENSG00000136205,Q68CZ2,0.104842576,-0.324407725,NA,0.748783384,0.1111776,1.122544093,0.216753471,-1.266200947,0.434974209,-0.426884434,-0.259237604,1.888355939,0.431534223,-1.011881566,NA,1.499140239,-0.247584141,-0.052341632,0.184962167,0.133401992,0,-0.361152555,-3.346272244,-0.786779,-0.169027019,0.922302096,-0.359164923,-0.813526043,1.035779505,-0.014299725,-0.590894196,1.977640759,1.272602266,0.373576494,-2.546753079,1.541312113,0.48949191,-0.390850818,0.037053288,NA
ENSMUSG00000079426,P59999,ENSG00000241553,P59998,-1.069681023,1.931257598,-0.626890057,0.444178099,0.21743187,-1.129099578,-0.410141664,-0.430000171,0.040208043,0.264699316,-0.258895903,0.552759218,-0.270990528,0.396585942,-0.305284111,1.49972018,0.710586545,-0.433264477,0.534763108,0.947272841,-0.22224163,0.41631605,-0.408411611,-0.149664285,0.70794125,-0.259687391,1.344682889,-0.882076104,-0.075204233,1.042942557,-0.407249936,-0.298460463,-0.467371367,1.385739821,-0.123124953,0.826928475,0.310148431,0.018361329,0.456358464,NA
ENSMUSG00000031730,O35435,ENSG00000102967,Q02127,0.913865872,1.395499153,2.860971785,-0.074273649,NA,NA,NA,3.342143341,1.505901338,0.253111282,-0.258895903,-0.619502472,NA,0.619767482,-0.532996717,-0.043765929,1.090675077,-0.357247961,-1.03035831,0.267740981,0.24116102,-1.085998896,0.089615874,-0.200178339,-0.437997356,-0.929218139,-2.106156849,0.189611233,-0.12743525,-0.31250804,0.228322561,-0.252623881,0.432115995,-2.294098492,0.399868431,0.416672757,-0.489405008,0.086535142,0.109215634,NA
ENSMUSG00000029462,Q9QZ88,ENSG00000111237,Q9UBQ0,0.136613991,2.150551026,0.823153841,0.444512934,-0.48396041,0.178401755,-0.006089039,1.476095879,0.685474783,-0.593819246,-0.258212561,0.244825532,-0.111678262,0.324386649,0.446416128,-0.480908862,0.287946151,0.625876895,-0.477125508,0.44935411,-1.635566388,1.502859307,1.333211916,1.018276428,-0.947777958,-0.044850486,0.62431494,-0.058689264,0.856158573,0.15170422,-0.211983258,-0.725731536,-1.245761778,0.863819411,0.635229291,-1.050738913,-1.533751262,0.025096106,-0.821420585,NA
ENSMUSG00000032518,P14206,NA,NA,-0.317473523,-0.01952188,-0.405239631,-1.409683272,0.708852347,0.183545919,-0.526109695,0.360925965,-0.265872169,-0.021330509,-0.257756936,-0.686504349,-0.379207529,3.564478235,-0.601754228,-0.297009172,0.766118098,-0.663013205,0.062702233,1.18656231,0.576692403,-9.186348698,-1.980513891,-2.228486074,1.503001342,-7.705892183,0.502855699,-0.076268488,-0.332162987,0.802795242,0.287875482,-0.022257128,1.332984614,4.596663557,-8.935481424,1.801364623,1.725351633,0.276143851,1.533926517,NA
ENSMUSG00000030512,P57784,ENSG00000131876,P09661,-0.066167628,1.266920309,-0.471409417,-0.467381676,0.159746494,1.492618637,-0.523124597,1.750004818,0.645900489,0.389633915,-0.257186968,-0.190465506,0.548393039,1.620975662,-0.367202752,0.25955978,1.797738009,-0.70534406,0.828548176,2.263131249,-1.528078148,1.324739729,0.703553539,1.059950173,-1.035755786,2.58812042,-0.277719405,0.168859613,-0.463464386,0.216840855,0.487757204,-0.576434855,-1.059513288,0.155235098,1.395947567,0,-1.123883003,-0.515356403,0.393559826,NA
ENSMUSG00000032497,E9QN52,ENSG00000093167,Q9Y608,-0.242946331,1.551923093,-0.285098959,-1.437081502,0.155548586,-0.287328849,NA,NA,NA,1.128886004,-0.254676931,1.265868134,-0.561139719,0.583622416,NA,NA,1.135908694,-0.308956134,-0.230743505,NA,0.071530644,0.530353271,0.74358575,0.648331189,0.414631342,0.158370663,-0.064917162,0.993637683,-0.744226222,-0.092810455,-0.291294228,0,-0.591758318,0.177156926,1.909398277,-1.171994254,-0.496387315,-0.93851353,-1.640576256,NA
ENSMUSG00000029131,O54946,ENSG00000105993,O75190,-0.588876295,3.949701982,0.534395672,1.272748812,-0.207244102,-0.198613114,0.0030543,0.989069861,-0.172610128,-0.542720945,-0.254334487,0.233680477,0.790639696,0.57533832,-2.556754652,NA,1.422071568,NA,-0.175184571,1.471421295,0.092928865,-3.35208474,0.886745325,1.071101881,-0.211589737,-2.916988759,-2.561393861,1.018242239,-0.12743525,-0.087038513,0.019740068,-0.010147849,-0.59651205,0.065590213,-3.700679536,0.281433398,0.468745573,-0.266418602,0.319117757,NA
ENSMUSG00000039640,Q9DB15,ENSG00000262814,P52815,-0.357714303,1.684384874,1.558862686,-0.623685984,-0.890019267,-0.950997801,-1.555201824,2.648732325,1.240268996,0.268643349,-0.254220235,-1.976822848,-1.74811843,0.297640821,1.401418979,-1.101499516,1.25673043,-0.398430342,-0.491485812,0.391040361,2.67442819,-4.224524467,1.302172826,-1.014332543,3.350789463,-3.332999355,2.140859484,1.460420852,1.523981108,0.790975161,2.36159127,-0.845849286,0.263330452,1.407575769,-1.030384997,0,2.677370341,-0.058076397,-0.126584914,NA
ENSMUSG00000027411,G3X8X7,ENSG00000215305,Q9H269,0.416142641,NA,0.077857132,1.182153785,0.277521539,NA,0.281893024,NA,NA,NA,-0.254220235,0.686179246,0.463764288,NA,NA,1.199856543,NA,NA,0.462143467,NA,-0.207373868,-0.585192862,-1.66675563,0.252401059,-0.277049326,0.235182816,-0.64480988,-0.431468905,-0.35417407,0.281083515,0.060341949,0,0.384802169,0.069928469,-0.934303736,1.235777978,0.170790729,0.206085648,1.258504302,NA
ENSMUSG00000022110,Q9Z2I9,ENSG00000136143,Q9P2R7,0.114393388,-0.240963092,2.966235464,0.080644997,-1.627958699,-3.79060791,-0.092883226,2.42654479,0.289210087,-1.578155547,-0.251475995,-1.864005946,-2.294459087,-1.287022635,0.970023525,-3.003160463,-0.602208982,-0.836599931,-2.026505652,-1.874980353,0.227655233,2.289878883,6.238413352,1.65531529,-0.536206687,1.212135499,3.762060824,2.679005714,0.595318781,-0.215096112,1.187890081,-1.428280146,-1.700508127,2.627873941,5.190426962,-2.496184514,-1.591522034,-0.214792959,-1.223223342,NA
ENSMUSG00000039414,Q8C547,ENSG00000008869,Q9P2D3,-0.317587237,NA,-0.688349974,0.023548474,0.54183976,0.328914253,NA,NA,0.150095288,0.82546549,-0.251361606,NA,0.281737077,NA,NA,NA,NA,NA,NA,NA,0,0.513836303,0.154298162,-0.101686414,-0.696651822,0.036116854,-2.107050951,0.343203541,-0.109723749,-0.707278363,-0.529302748,0.087537129,-0.337843474,-1.768255964,-0.714558866,0.018137857,-0.698083712,0.294369588,0.408043127,NA
ENSMUSG00000019578,Q99PL6,ENSG00000167671,Q9BZV1,0.313136629,2.613712847,0.264200907,1.91342767,-0.242018182,-0.465446677,1.157475177,2.048177661,0.201886284,-0.552934174,-0.25101831,0.926401857,0.219177452,0.08687912,0.775696433,-0.000812245,0.077903197,0.374249236,-0.114499366,0.381648745,0.392079448,-0.697922597,-0.299814775,-0.062334327,0.365016183,-2.238959899,1.111320857,-0.053663777,-0.091991939,-0.054971605,0.230993252,-0.184051617,-0.042480897,0.668145018,0.529258187,-0.100960951,0.258489831,-0.240078724,0,NA
ENSMUSG00000035297,O88544,ENSG00000138663,Q9BT78,0.552835257,1.492600213,0.54468993,0.725537019,-0.163938449,0.515557296,1.17563751,1.167139375,0.101948691,-0.285670448,-0.250560226,0.107225475,0.047020336,0.697826573,-0.468222657,0.125823081,-0.032122891,0.679810553,0.472933423,0.412431267,-1.386975616,1.488968315,1.139177113,0.81642506,-0.870683792,1.610314174,1.19413926,0.894587134,-0.088066801,0.517203868,-0.211983258,-0.600931595,-0.627268957,1.130024657,3.472942029,-0.712591628,-0.91682856,0.072032862,-0.298958455,NA
ENSMUSG00000004221,Q7TSS3,ENSG00000073009,NA,0.399100498,0.911839141,-0.122800717,-0.285241063,-0.089770906,-0.130371683,0.134072479,0.417450594,0.223033576,0.065965883,-0.24803864,0.583678332,0.410116325,NA,NA,1.154053292,NA,NA,1.155667042,0.745473499,-0.129821754,0.643220735,0.737173385,-0.039891671,-0.934238436,-0.143731448,1.011167323,0.366249762,-0.165451717,-0.268894095,1.599264106,0.085725933,-0.226084317,-1.485258242,1.014773915,-0.788078956,-0.377773438,0.300352991,0.194413193,NA
ENSMUSG00000026240,Q8BV13,ENSG00000144524,Q9H9Q2,-0.53661452,1.266059115,NA,0.731308099,0.288391085,NA,0.170362957,-0.467933823,-0.437536466,0.18083277,-0.247579687,0.579136532,NA,NA,NA,NA,NA,NA,NA,NA,-0.394992873,-1.253237519,-1.92185684,-0.558319139,0.224865448,0.477004339,-1.547566895,-0.066213707,-0.459127134,0.185551305,0.226736093,-0.060254072,0.065581195,-1.413036148,-0.284713208,0.400509554,0.067862682,-0.268734943,0.909061712,NA
ENSMUSG00000021550,G3X8U3,ENSG00000165118,Q5T6V5,-0.20289588,-1.308120677,0.553705462,-1.041734209,-0.255719238,-0.338794805,0.000904452,0.137195996,-0.288756026,0.124498448,-0.247120698,-0.358670224,-0.378747106,-0.179337463,-0.146535871,0.043504155,-0.705967535,0.608015624,0.317050228,-0.347212888,1.334343338,-2.999307122,0.274422292,-2.38551588,3.26887199,-2.118031149,-0.667600817,-0.822098978,0.122581205,1.68548847,0.544848241,0,0.544109017,NA,-1.505500049,0.236981533,1.279533682,-0.115025912,-0.071643467,0.484856885
ENSMUSG00000004070,O70252,ENSG00000103415,P30519,0.187406073,1.50292508,0.714878544,0.565149537,-0.090156278,-0.212209083,-0.071642439,-0.015350778,-0.695434463,-0.792185259,-0.247120698,-0.950143149,0.147333278,-0.532192722,-1.328217364,0.846198008,-0.303471464,0.770396871,NA,0.199687908,-0.575146286,1.257583074,1.608816484,1.460709287,-1.126342525,1.117619017,1.566713379,0.619136844,0.445153317,-0.215096112,0.403062324,-0.541480834,-0.822519073,1.062564109,2.360611804,-0.653879103,-1.416552645,0.240703168,-0.014802532,NA
ENSMUSG00000029405,P97379,ENSG00000138757,Q9UN86,0.432355489,3.524374331,0.74512581,0.598555832,-0.211504233,0.460593501,0.032108302,0.483932414,0.150983965,-0.128864217,-0.2450528,-0.637250735,-0.054745492,-0.099446884,0.29053397,-0.948229177,0.87556561,0.049377687,0.564203583,1.142388306,0,2.065659299,1.491071512,1.435182973,-0.891937955,2.979169456,2.658492392,-0.186916431,-0.381003148,0.046230098,0.099203957,-0.438801491,-0.600460674,1.164147975,2.820911558,-0.185131243,-1.173602731,0.226297203,0.188963103,NA
ENSMUSG00000017774,Q9WTI7,ENSG00000197879,O00159,0.480635465,-3.423610787,1.631786981,-3.265519312,0.533498639,-1.948996068,-0.951156611,-1.134365249,0.236004517,-0.56505771,-0.2450528,2.445229144,0.68301273,-1.392367762,-0.242942651,-0.896208866,-1.010575783,2.436027004,-1.561912056,0.106391714,0.873690774,-3.217395725,0.48193084,-1.966923776,-0.598556815,-2.21142323,0.834715942,0.746024414,0.666356976,-0.279808416,-0.609213671,2.02488734,0.36673053,0.597739664,-0.482396391,1.669898824,0.644048624,1.4681578,0,NA
ENSMUSG00000034744,Q3U2G9,ENSG00000124357,Q9UJ70,0.052475355,0.694269175,-0.675577247,-0.590143706,-0.307490665,-1.782261773,0.049428011,0.26370974,0.222905007,0.379087554,-0.244707925,0.373731803,0.182400435,-0.565295634,NA,0.683498258,0.119532686,0.976020497,0.104081901,0.309054078,0.270687933,-0.091256542,-0.055750819,-1.027197774,0.664083564,-1.315309076,0.523073932,-0.299424878,0.483322584,0.701355498,-0.384793284,0.001626816,-0.465613524,0.428022511,-1.574044662,0,0.697061381,0.096849363,-0.595977354,NA
ENSMUSG00000055681,O89079,ENSG00000105669,O14579,-0.09350779,-0.687472595,-0.433825166,-1.601125856,0.816870937,-0.609735816,-0.672183741,-0.602855941,-0.239283581,0.784677329,-0.243787757,-0.381479027,-0.020419384,2.388350791,NA,-0.774065479,0.563364916,-0.168038318,-0.115004334,0.339193515,0.707945825,-2.332043983,-1.236320279,-0.802315495,1.661677731,-2.267923353,2.319822294,0.011468269,-0.12743525,0.73597371,0.944518779,-0.028515956,0.71817466,3.366633498,-1.023655155,0.205258256,1.382271738,-0.119697247,0.123722459,NA
ENSMUSG00000030766,Q3UIA2,ENSG00000140750,Q68EM7,0.525521787,-1.837063836,-0.096414945,-2.048122708,-0.39696809,0.118600649,-0.81763369,-0.883701039,-0.027149183,-0.117718785,-0.242521655,0.698346705,0.87056207,0.144140832,NA,1.851606508,NA,0.286405069,0.137905318,0.146706015,1.42477362,-1.776356816,-1.75892196,-1.233953063,1.497461685,0.00472428,0.457272743,-0.993549698,-0.433111666,0.446205758,-0.842173009,0.194891943,0.496298948,-0.595912084,-0.224340439,2.189693621,-0.031258802,-0.08409059,0,NA
ENSMUSG00000024858,Q3U1V3,ENSG00000173020,P25098,NA,NA,-0.182431944,2.001038694,0.520017132,NA,-1.092088463,-1.738495723,NA,0.228804719,-0.242291229,NA,NA,NA,NA,1.832907282,NA,NA,NA,NA,-0.144366214,0.174714777,-1.382759203,0.660430738,0.986566357,-1.383094214,1.077990346,-0.15883234,-0.562210422,0.513473805,-0.634522374,0.467262668,0,1.985939329,0.053371377,2.815035786,1.044748757,-0.289174001,2.355451933,NA
